aX,aY,aZ,gX,gY,gZ
1.3271484375,-0.167236328125,1.0787353515625,-5.798339366912842,-11.352538108825684,-6.225585460662842
1.349609375,-0.19677734375,1.014892578125,6.652831554412842,-4.8828125,-1.6479490995407104
1.3358154296875,-0.14453125,1.0233154296875,13.305663108825684,-3.906249761581421,7.690429210662842
1.2996826171875,-0.1322021484375,1.0115966796875,-2.563476324081421,-4.08935546875,9.82666015625
1.265625,-0.18017578125,0.948974609375,-1.2817381620407104,-0.6713866591453552,12.573241233825684
1.20556640625,-0.1785888671875,0.8870849609375,6.652831554412842,2.3193359375,18.37158203125
1.147705078125,-0.1158447265625,0.869384765625,1.4038084745407104,2.990722417831421,21.972654342651367
1.108642578125,-0.096435546875,0.83740234375,0.4272460639476776,4.638671875,23.315427780151367
1.0526123046875,-0.1484375,0.7554931640625,10.559081077575684,4.2724609375,24.841306686401367
0.989501953125,-0.147705078125,0.6881103515625,21.301267623901367,-0.4882812201976776,24.169919967651367
0.9052734375,-0.1021728515625,0.72509765625,25.207517623901367,-3.540038824081421,21.057126998901367
0.771484375,-0.087890625,0.7027587890625,17.333984375,-2.44140625,11.596678733825684
0.7510986328125,-0.132568359375,0.4927978515625,17.578125,-2.01416015625,3.356933355331421
0.7274169921875,-0.125732421875,0.45166015625,52.062984466552734,-0.6103515625,-1.9531248807907104
0.5362548828125,-0.071533203125,0.5682373046875,57.556148529052734,4.0283203125,-12.268065452575684
0.4791259765625,-0.055419921875,0.4365234375,21.362302780151367,7.019042491912842,-23.376462936401367
0.464599609375,-0.1160888671875,0.20947265625,20.874021530151367,2.624511480331421,-16.78466796875
0.3353271484375,-0.0048828125,0.216552734375,7.141112804412842,-3.723144292831421,-0.6713866591453552
0.3553466796875,-0.0113525390625,0.2890625,-7.141112804412842,-5.981444835662842,9.27734375
0.518798828125,-0.0238037109375,0.301513671875,-19.59228515625,-9.521484375,16.17431640625
0.5672607421875,-0.0743408203125,0.380126953125,-15.991209983825684,-9.765625,18.4326171875
0.611572265625,-0.0574951171875,0.4459228515625,-12.817381858825684,-9.46044921875,17.822265625
0.7362060546875,-0.0477294921875,0.475341796875,-14.038084983825684,-11.535643577575684,13.793944358825684
0.76171875,-0.006591796875,0.55859375,-3.662109136581421,-9.46044921875,7.019042491912842
0.779052734375,0.0498046875,0.5748291015625,3.295898199081421,-6.896972179412842,5.187987804412842
0.817138671875,0.0111083984375,0.5712890625,-13.122557640075684,-10.192870140075684,5.065917491912842
0.7967529296875,0.0009765625,0.6148681640625,-3.540038824081421,-7.934569835662842,6.225585460662842
0.7750244140625,0.005126953125,0.641357421875,3.845214605331421,-4.150390625,6.469726085662842
0.7921142578125,0.0157470703125,0.6246337890625,-9.58251953125,-3.601073980331421,5.615233898162842
0.783447265625,-0.0084228515625,0.631103515625,-10.986327171325684,-2.0751953125,4.5166015625
0.757080078125,-0.028564453125,0.618408203125,-0.9765624403953552,0.3662109076976776,3.051757574081421
0.7586669921875,-0.01416015625,0.61376953125,-1.6479490995407104,0.6713866591453552,0.8544921278953552
0.74462890625,-0.02392578125,0.620361328125,-5.554198741912842,0.6713866591453552,-0.7324218153953552
0.7603759765625,-0.0423583984375,0.59619140625,-5.432128429412842,-0.0610351525247097,-1.7700194120407104
0.7872314453125,-0.0406494140625,0.6141357421875,-1.7089842557907104,-0.9155272841453552,-1.8920897245407104
0.781005859375,-0.030517578125,0.643310546875,0.0610351525247097,-1.5869139432907104,-2.44140625
0.7664794921875,-0.0330810546875,0.654296875,-2.746581792831421,-1.4038084745407104,-2.624511480331421
0.774169921875,-0.043212890625,0.625,-6.347655773162842,-0.8544921278953552,-1.6479490995407104
0.785400390625,-0.0499267578125,0.614990234375,-4.21142578125,0.30517578125,-0.7324218153953552
0.7620849609375,-0.0557861328125,0.6217041015625,-0.9765624403953552,1.4038084745407104,-1.8920897245407104
0.7607421875,-0.0556640625,0.6085205078125,2.0751953125,0.8544921278953552,-2.25830078125
0.7623291015625,-0.052001953125,0.6300048828125,-0.4882812201976776,-0.3662109076976776,-1.9531248807907104
0.7689208984375,-0.0577392578125,0.6304931640625,-3.234863042831421,-0.54931640625,-1.7700194120407104
0.761474609375,-0.0626220703125,0.630615234375,-2.01416015625,-0.3662109076976776,-1.8310545682907104
0.7691650390625,-0.0496826171875,0.6170654296875,0.6713866591453552,-0.2441406100988388,-2.0751953125
0.763427734375,-0.0462646484375,0.6292724609375,-1.3427733182907104,-1.2817381620407104,-2.44140625
0.771240234375,-0.0516357421875,0.628662109375,-2.38037109375,-2.197265625,-3.112792730331421
0.7724609375,-0.053466796875,0.6336669921875,-0.7324218153953552,-2.0751953125,-3.723144292831421
0.7801513671875,-0.0540771484375,0.6258544921875,0.4882812201976776,-1.3427733182907104,-4.0283203125
0.771240234375,-0.0545654296875,0.63916015625,0.0,-0.7934569716453552,-3.417968511581421
0.773681640625,-0.0576171875,0.6329345703125,-0.8544921278953552,-0.54931640625,-1.8310545682907104
0.76611328125,-0.05810546875,0.6363525390625,-2.13623046875,-0.8544921278953552,-1.3427733182907104
0.765380859375,-0.06298828125,0.6341552734375,-1.7700194120407104,-0.6713866591453552,-0.9765624403953552
0.7667236328125,-0.0560302734375,0.634521484375,-1.0986328125,-0.6103515625,-0.3662109076976776
0.759521484375,-0.0625,0.630126953125,-0.9155272841453552,-0.2441406100988388,-0.1220703050494194
0.7596435546875,-0.0513916015625,0.62255859375,0.4882812201976776,0.30517578125,-0.4882812201976776
0.764892578125,-0.0538330078125,0.619384765625,-0.9155272841453552,-0.30517578125,-0.54931640625
0.767822265625,-0.0537109375,0.6365966796875,0.1220703050494194,-0.3662109076976776,-0.54931640625
0.763427734375,-0.0618896484375,0.6370849609375,0.0,-0.1831054538488388,-0.8544921278953552
0.7706298828125,-0.057861328125,0.6270751953125,-1.2817381620407104,-0.2441406100988388,-0.6103515625
0.771484375,-0.0555419921875,0.63330078125,-1.03759765625,-0.1220703050494194,-0.6103515625
0.7713623046875,-0.052001953125,0.637451171875,-0.8544921278953552,0.1220703050494194,-0.7934569716453552
0.772216796875,-0.0487060546875,0.629150390625,-0.6713866591453552,0.0610351525247097,-0.7934569716453552
0.77001953125,-0.0550537109375,0.6341552734375,-1.4038084745407104,-0.3662109076976776,-0.7934569716453552
0.76953125,-0.061279296875,0.6431884765625,-1.7089842557907104,-0.7324218153953552,-0.6103515625
0.7696533203125,-0.062255859375,0.644775390625,-1.8920897245407104,-0.9765624403953552,0.0610351525247097
0.7708740234375,-0.05908203125,0.64501953125,-3.967284917831421,-1.4648436307907104,0.9155272841453552
0.779052734375,-0.0574951171875,0.6365966796875,-4.2724609375,-1.5869139432907104,1.8920897245407104
0.772216796875,-0.04931640625,0.6397705078125,-3.479003667831421,-1.5258787870407104,2.38037109375
0.7679443359375,-0.04296875,0.631103515625,-3.540038824081421,-1.8310545682907104,3.234863042831421
0.76416015625,-0.040283203125,0.637451171875,-4.150390625,-1.220703125,3.356933355331421
