timestamp,ax,ay,az,gx,gy,gz,label,person
1773768891.4431572,0.0057373046875,0.0152587890625,1.0057373046875,-0.0610351525247097,0.0,-0.3662109076976776,2,dj
1773768891.4715009,0.00634765625,0.0146484375,1.00341796875,0.0610351525247097,-0.30517578125,-0.2441406100988388,2,dj
1773768891.515074,0.0057373046875,0.0145263671875,1.0059814453125,-0.1220703050494194,0.0,-0.30517578125,2,dj
1773768891.5473363,0.007568359375,0.016845703125,1.0074462890625,0.0,-0.1220703050494194,-0.2441406100988388,2,dj
1773768891.5923917,0.0062255859375,0.0142822265625,1.0032958984375,0.1220703050494194,-0.30517578125,-0.2441406100988388,2,dj
1773768891.6162367,0.0059814453125,0.015380859375,1.0064697265625,-0.1831054538488388,0.1220703050494194,-0.2441406100988388,2,dj
1773768891.6619494,0.004638671875,0.015869140625,1.006591796875,0.1831054538488388,-0.3662109076976776,-0.2441406100988388,2,dj
1773768891.6971636,0.007080078125,0.015625,1.0048828125,-0.0610351525247097,-0.0610351525247097,-0.2441406100988388,2,dj
1773768891.742354,0.0074462890625,0.014404296875,1.0037841796875,0.0610351525247097,-0.30517578125,-0.2441406100988388,2,dj
1773768891.7661724,0.0079345703125,0.0155029296875,1.0062255859375,-0.2441406100988388,0.1220703050494194,-0.3662109076976776,2,dj
1773768891.811658,0.0047607421875,0.0159912109375,1.0047607421875,0.1831054538488388,-0.4882812201976776,-0.30517578125,2,dj
1773768891.8468087,0.003662109375,0.01513671875,1.0054931640625,-0.1220703050494194,0.1220703050494194,-0.2441406100988388,2,dj
1773768891.8921814,0.0067138671875,0.0152587890625,1.005615234375,0.1220703050494194,-0.3662109076976776,-0.1220703050494194,2,dj
1773768891.9163823,0.0084228515625,0.0205078125,1.0096435546875,-0.1220703050494194,0.0610351525247097,-0.2441406100988388,2,dj
1773768891.9614773,0.006591796875,0.0152587890625,1.0120849609375,0.1831054538488388,-0.4272460639476776,0.0,2,dj
1773768891.994656,0.014404296875,0.0072021484375,0.986328125,0.4272460639476776,-0.4882812201976776,-0.54931640625,2,dj
1773768892.0419283,-0.000244140625,0.0335693359375,1.0340576171875,-2.685546636581421,2.624511480331421,-0.54931640625,2,dj
1773768892.061819,0.0025634765625,0.0062255859375,0.9852294921875,6.958007335662842,-7.324218273162842,0.3662109076976776,2,dj
1773768892.117426,0.013671875,0.0087890625,0.9996337890625,-4.2724609375,4.5166015625,-0.7324218153953552,2,dj
1773768892.1479177,0.0003662109375,0.0242919921875,1.0166015625,0.6713866591453552,-1.3427733182907104,-0.30517578125,2,dj
1773768892.1922698,-0.0029296875,0.016845703125,1.00146484375,0.30517578125,-0.2441406100988388,-0.1220703050494194,2,dj
1773768892.2120547,0.01171875,0.01708984375,1.0103759765625,0.1220703050494194,-0.0610351525247097,-0.1220703050494194,2,dj
1773768892.265777,0.007568359375,0.01318359375,1.00048828125,0.3662109076976776,-0.4272460639476776,-0.30517578125,2,dj
1773768892.2988765,0.007080078125,0.0157470703125,1.0096435546875,-0.6713866591453552,0.8544921278953552,-0.4882812201976776,2,dj
1773768892.3502738,0.0062255859375,0.01416015625,1.0023193359375,0.4272460639476776,-0.6103515625,-0.30517578125,2,dj
1773768892.3771415,0.009765625,0.013916015625,1.0048828125,-0.2441406100988388,0.0610351525247097,-0.4272460639476776,2,dj
1773768892.4308624,0.004150390625,0.0152587890625,1.003662109375,-0.1220703050494194,-0.2441406100988388,-0.4272460639476776,2,dj
1773768892.4756408,0.004150390625,0.0185546875,1.0098876953125,-0.1220703050494194,0.0610351525247097,-0.4272460639476776,2,dj
