time,ax,ay,az,gx,gy,gz,label,person
1772894705.6774936,-0.0867919921875,0.827392578125,-0.4102783203125,2.0751953125,0.1220703050494194,-12.451170921325684,0,gustav
1772894705.7188146,-0.0902099609375,0.8472900390625,-0.3779296875,-5.737304210662842,5.310058116912842,-11.047362327575684,0,gustav
1772894705.7518148,-0.0855712890625,0.8587646484375,-0.399169921875,-4.45556640625,7.934569835662842,-5.920409679412842,0,gustav
1772894705.7787826,-0.101318359375,0.847900390625,-0.3792724609375,-3.967284917831421,6.408690929412842,-3.845214605331421,0,gustav
1772894705.8259106,-0.1029052734375,0.848388671875,-0.35546875,3.417968511581421,6.713866710662842,-0.2441406100988388,0,gustav
1772894705.8667395,-0.07177734375,0.8905029296875,-0.3858642578125,1.0986328125,5.310058116912842,1.0986328125,0,gustav
1772894705.8980637,-0.09423828125,0.8896484375,-0.399169921875,3.112792730331421,3.662109136581421,1.4648436307907104,0,gustav
1772894705.9626682,-0.0926513671875,0.9027099609375,-0.37841796875,5.065917491912842,3.051757574081421,2.0751953125,0,gustav
1772894705.9781826,-0.104248046875,0.9129638671875,-0.4150390625,2.3193359375,1.8920897245407104,-2.624511480331421,0,gustav
1772894706.0221984,-0.094970703125,0.9302978515625,-0.415283203125,7.690429210662842,0.2441406100988388,-4.0283203125,0,gustav
1772894706.0672174,-0.09228515625,0.9244384765625,-0.41650390625,6.652831554412842,-2.38037109375,-7.019042491912842,0,gustav
1772894706.0911994,-0.0916748046875,0.9241943359375,-0.4097900390625,9.521484375,-5.920409679412842,-7.385253429412842,0,gustav
1772894706.1241825,-0.082275390625,0.9520263671875,-0.3953857421875,2.3193359375,-9.58251953125,-10.009765625,0,gustav
1772894706.1563585,-0.0238037109375,1.127685546875,-0.4432373046875,-0.4882812201976776,-12.145995140075684,-18.24951171875,0,gustav
1772894706.1995578,0.0067138671875,1.3377685546875,-0.5941162109375,-2.38037109375,-22.094724655151367,-46.386714935302734,0,gustav
1772894706.2753859,-0.0902099609375,1.4576416015625,-0.5909423828125,-3.906249761581421,-36.2548828125,-103.21044158935547,0,gustav
1772894706.2753859,-0.069091796875,1.3590087890625,-0.50634765625,15.075682640075684,-44.433589935302734,-149.4140625,0,gustav
1772894706.3239226,0.1346435546875,1.314697265625,-0.6563720703125,21.301267623901367,-49.133296966552734,-186.58445739746094,0,gustav
1772894706.3508136,0.2174072265625,1.1767578125,-0.49609375,24.719236373901367,-63.476558685302734,-213.74510192871094,0,gustav
1772894706.4059815,0.2108154296875,0.9176025390625,-0.3289794921875,38.2080078125,-67.44384765625,-219.05516052246094,0,gustav
1772894706.4565601,0.4112548828125,0.8486328125,-0.29443359375,31.860349655151367,-65.3076171875,-213.68406677246094,0,gustav
1772894706.4727032,0.45068359375,0.5682373046875,-0.252685546875,26.489255905151367,-66.89453125,-215.75926208496094,0,gustav
1772894706.5001256,0.43212890625,0.3931884765625,-0.0653076171875,12.390135765075684,-56.762691497802734,-201.04978942871094,0,gustav
1772894706.5455256,0.539794921875,0.2901611328125,-0.1300048828125,3.723144292831421,-53.344722747802734,-189.02586364746094,0,gustav
1772894706.5724626,0.56298828125,0.2607421875,-0.0152587890625,0.6103515625,-50.903316497802734,-174.37742614746094,0,gustav
1772894706.6520755,0.7127685546875,0.13330078125,-0.14208984375,0.0,-51.940914154052734,-176.33055114746094,0,gustav
1772894706.667735,0.679443359375,0.1048583984375,0.047607421875,8.4228515625,-60.363765716552734,-162.53660583496094,0,gustav
1772894706.6970289,0.91259765625,0.0653076171875,0.0560302734375,-12.023924827575684,-62.622066497802734,-172.54637145996094,0,gustav
1772894706.770603,0.654541015625,-0.2098388671875,0.0223388671875,-33.50830078125,-72.93701171875,-183.16648864746094,0,gustav
1772894706.770603,0.82421875,-0.0711669921875,0.0955810546875,-51.940914154052734,-57.373043060302734,-164.73387145996094,0,gustav
1772894706.878363,0.735595703125,-0.263671875,0.003662109375,-80.44432830810547,-70.80078125,-154.78515625,0,gustav
1772894706.9057887,0.7978515625,-0.180908203125,0.3262939453125,-2.01416015625,-48.217769622802734,-86.12059783935547,0,gustav
1772894706.922217,0.83642578125,-0.5989990234375,0.33251953125,11.840819358825684,-35.5224609375,-41.503902435302734,0,gustav
1772894706.9453824,0.803955078125,-0.5419921875,0.2811279296875,63.964839935302734,-16.357421875,-8.11767578125,0,gustav
1772894707.0063608,0.941650390625,-0.7362060546875,0.403564453125,56.823726654052734,-3.601073980331421,9.3994140625,0,gustav
1772894707.36751,0.98779296875,-0.6329345703125,0.354736328125,41.381832122802734,-0.2441406100988388,27.893064498901367,0,gustav
1772894707.4314396,0.9359130859375,-0.7047119140625,0.3533935546875,17.02880859375,4.0283203125,47.058101654052734,0,gustav
1772894707.4314396,0.932861328125,-0.6180419921875,0.311767578125,0.30517578125,15.991209983825684,72.75390625,0,gustav
1772894707.4314396,0.9034423828125,-0.5614013671875,0.3082275390625,0.7324218153953552,21.301267623901367,94.17723846435547,0,gustav
1772894707.4314396,0.8048095703125,-0.2713623046875,0.1884765625,12.817381858825684,38.87939453125,150.5126953125,0,gustav
1772894707.4905117,0.6697998046875,0.593017578125,-0.103759765625,-6.042479991912842,53.833003997802734,166.07664489746094,0,gustav
1772894707.4905117,0.656982421875,0.774169921875,-0.138916015625,-14.221190452575684,54.016109466552734,161.68211364746094,0,gustav
1772894707.5467908,0.604736328125,0.8114013671875,-0.1851806640625,-19.10400390625,44.311519622802734,144.53125,0,gustav
1772894707.6102905,0.460693359375,0.8743896484375,-0.1864013671875,-19.04296875,41.076656341552734,141.41845703125,0,gustav
1772894707.6704204,0.47021484375,1.010986328125,-0.27392578125,-29.235837936401367,30.090330123901367,125.91551971435547,0,gustav
1772894707.7917926,0.3453369140625,1.0028076171875,-0.2615966796875,-36.80419921875,19.287109375,106.99462127685547,0,gustav
1772894707.8534887,0.3328857421875,1.0787353515625,-0.335693359375,-48.339839935302734,10.864256858825684,87.76854705810547,0,gustav
1772894707.9683733,0.1563720703125,0.978515625,-0.322998046875,-46.386714935302734,5.249022960662842,70.80078125,0,gustav
1772894708.0298467,0.13916015625,0.973876953125,-0.400390625,-28.869626998901367,5.798339366912842,59.509273529052734,0,gustav
1772894708.0922039,0.1031494140625,0.9273681640625,-0.4139404296875,-7.690429210662842,10.681151390075684,39.00146484375,0,gustav
1772894708.0922039,0.1331787109375,0.798095703125,-0.385498046875,20.751951217651367,26.489255905151367,41.809078216552734,0,gustav
1772894708.0939503,0.0924072265625,0.8756103515625,-0.3038330078125,15.319823265075684,45.898433685302734,73.91357421875,0,gustav
1772894708.0951772,0.0841064453125,0.963623046875,-0.350341796875,-2.50244140625,42.846675872802734,66.5283203125,0,gustav
1772894708.1511526,-0.078857421875,0.9945068359375,-0.3155517578125,-0.2441406100988388,35.70556640625,61.950679779052734,0,gustav
1772894708.270534,-0.1268310546875,1.0640869140625,-0.4171142578125,7.385253429412842,22.216794967651367,58.898921966552734,0,gustav
1772894708.270534,-0.1192626953125,1.0438232421875,-0.3236083984375,3.662109136581421,9.82666015625,53.588863372802734,0,gustav
1772894708.270534,-0.1982421875,1.0194091796875,-0.3653564453125,14.953612327575684,5.249022960662842,43.884273529052734,0,gustav
1772894708.3306293,-0.2490234375,0.912109375,-0.2598876953125,3.723144292831421,3.295898199081421,41.381832122802734,0,gustav
1772894708.3306293,-0.26318359375,0.9075927734375,-0.308349609375,-4.8828125,1.8310545682907104,39.24560546875,0,gustav
1772894708.392734,-0.2579345703125,1.034423828125,-0.34033203125,-3.540038824081421,-0.7324218153953552,27.954099655151367,0,gustav
1772894708.5127428,-0.3074951171875,1.0743408203125,-0.2659912109375,-1.7089842557907104,-2.13623046875,4.82177734375,0,gustav
1772894708.5127428,-0.2813720703125,1.242919921875,-0.41943359375,19.59228515625,-10.070799827575684,-29.052732467651367,0,gustav
1772894708.5127428,-0.315185546875,1.1981201171875,-0.287109375,3.723144292831421,-18.12744140625,-65.49072265625,0,gustav
1772894708.5669558,-0.22412109375,1.1802978515625,-0.396240234375,9.3994140625,-25.878904342651367,-90.20995330810547,0,gustav
1772894708.5669558,-0.124267578125,1.236328125,-0.3262939453125,-19.775390625,-30.151365280151367,-114.50194549560547,0,gustav
1772894708.6319637,-0.0709228515625,1.1246337890625,-0.3245849609375,-13.916014671325684,-34.24072265625,-128.47900390625,0,gustav
1772894708.6904984,0.0535888671875,1.1981201171875,-0.4365234375,-10.620116233825684,-36.7431640625,-139.404296875,0,gustav
1772894708.6904984,0.1531982421875,1.154541015625,-0.3458251953125,-10.131834983825684,-43.457027435302734,-149.23095703125,0,gustav
1772894708.7489018,0.135009765625,0.8494873046875,-0.2203369140625,-2.01416015625,-47.485347747802734,-155.8837890625,0,gustav
1772894708.8095174,0.354736328125,1.0426025390625,-0.4063720703125,-2.563476324081421,-57.312007904052734,-152.34375,0,gustav
1772894708.8095174,0.1136474609375,0.6158447265625,-0.18701171875,-15.686034202575684,-65.85693359375,-158.63037109375,0,gustav
1772894709.045926,0.2418212890625,0.6898193359375,-0.1619873046875,-1.8920897245407104,-51.940914154052734,-137.6953125,0,gustav
1772894709.045926,0.4345703125,0.66796875,-0.399658203125,-11.474608421325684,-46.997066497802734,-133.4228515625,0,gustav
1772894709.045926,0.4407958984375,0.5975341796875,-0.20458984375,-10.620116233825684,-52.307125091552734,-135.7421875,0,gustav
1772894709.0567093,0.768310546875,0.78955078125,-0.209716796875,-14.099120140075684,-46.630855560302734,-149.169921875,0,gustav
1772894709.2904088,0.6392822265625,0.101318359375,-0.1673583984375,31.188962936401367,-68.17626953125,-188.11033630371094,0,gustav
1772894709.2904088,0.830078125,0.0369873046875,0.0958251953125,-24.597166061401367,-58.898921966552734,-173.09568786621094,0,gustav
1772894709.2904088,0.64892578125,-0.1009521484375,0.0166015625,-45.898433685302734,-65.24658203125,-176.14744567871094,0,gustav
1772894709.2904088,0.77392578125,-0.1231689453125,0.0833740234375,-41.076656341552734,-58.654781341552734,-130.126953125,0,gustav
1772894709.4130316,0.9700927734375,-0.5517578125,0.2841796875,-9.6435546875,-46.020503997802734,-46.203609466552734,0,gustav
1772894709.5904634,0.8614501953125,-0.3240966796875,0.2459716796875,30.578611373901367,-22.949216842651367,-33.203125,0,gustav
1772894709.5904634,0.9315185546875,-0.4923095703125,0.4112548828125,29.907224655151367,-10.864256858825684,-17.9443359375,0,gustav
1772894709.5904634,0.9752197265625,-0.4783935546875,0.341552734375,35.94970703125,-1.4038084745407104,-3.112792730331421,0,gustav
1772894709.5904634,0.9456787109375,-0.493408203125,0.300048828125,19.53125,2.38037109375,7.507323741912842,0,gustav
1772894709.6521623,0.886474609375,-0.3577880859375,0.2236328125,14.343260765075684,18.12744140625,52.978511810302734,0,gustav
1772894709.7673664,0.8726806640625,-0.34912109375,0.20849609375,16.845703125,22.766111373901367,71.83837890625,0,gustav
1772894709.773728,0.849853515625,-0.232177734375,0.177978515625,37.90283203125,32.04345703125,94.60448455810547,0,gustav
1772894709.773728,0.8134765625,-0.26220703125,0.1837158203125,41.748043060302734,36.68212890625,120.05614471435547,0,gustav
1772894709.7743394,0.7525634765625,-0.19189453125,0.151123046875,50.292964935302734,41.015621185302734,141.29638671875,0,gustav
1772894709.9498932,0.7265625,-0.06982421875,0.1585693359375,48.034664154052734,50.292964935302734,167.05320739746094,0,gustav
1772894709.9498932,0.9605712890625,0.0946044921875,0.061767578125,16.54052734375,52.856441497802734,159.423828125,0,gustav
1772894709.9498932,0.9708251953125,0.2235107421875,0.05859375,1.9531248807907104,61.035152435302734,154.1748046875,0,gustav
1772894709.9561958,0.9468994140625,0.3758544921875,-0.082275390625,-4.39453125,62.011714935302734,144.04296875,0,gustav
1772894710.0118785,0.9923095703125,0.4893798828125,-0.1337890625,-22.583005905151367,55.786128997802734,129.21142578125,0,gustav
1772894710.0118785,0.753662109375,0.5137939453125,-0.1136474609375,-3.112792730331421,52.368160247802734,129.45556640625,0,gustav
1772894710.1239223,0.9327392578125,0.701904296875,-0.2603759765625,-8.9111328125,41.625972747802734,120.17821502685547,0,gustav
1772894710.1239223,0.617919921875,0.63720703125,-0.19287109375,11.291502952575684,36.2548828125,115.53954315185547,0,gustav
